tconst	titleType	originalTitle	isAdult	startYear	runtimeMinutes	genres	averageRating	directors	writers	country
tt1569529	movie	U, Bomsi N Me	0	2005	\N	Comedy	7.1	Jairaj Padmanabhan	Jairaj Padmanabhan	IN
tt15717242	movie	Kanjoos Makhichoos	0	2023	116	Comedy,Drama,Family	6.5	Vipul Mehta	Vipul Mehta,Abhinay Trivedi	IN
tt1572311	movie	Tees Maar Khan	0	2010	135	Comedy,Crime	2.8	Farah Khan	Vishal Dadlani,Anvita Dutt,Ashmith Kunder,Shirish Kunder	IN
tt1573072	movie	Housefull	0	2010	144	Comedy,Drama	5.6	Sajid Khan	Anvita Dutt,Sajid Khan,Sajid Nadiadwala,Sameer,Vibha Singh,Milap Zaveri	IN
tt15732324	movie	OMG 2	0	2023	156	Comedy,Drama	7.5	Amit Rai	Amit Rai	IN
tt1573482	movie	Striker	0	2010	128	Action,Crime,Drama	6.9	Chandan Arora	Sunita Rajwar,Iqbal Merchant,Chandan Arora,Sagar Kapoor,Vijay Maurya,Pankaj Saraswat,Nitin Raikwar,Jitendra Joshi,Prashant Ingole	IN
tt15748830	movie	Jaane Jaan	0	2023	139	Crime,Drama,Mystery	7.0	Sujoy Ghosh	Sujoy Ghosh,Keigo Higashino,Raj Vasant	IN
tt1578116	movie	Atithi Tum Kab Jaoge?	0	2010	155	Comedy	6.5	Ashwani Dhir	Robin Bhatt,Ashwani Dhir,Tushar Hiranandani,Amit Mishra	IN
tt1578261	movie	Break Ke Baad	0	2010	118	Comedy,Drama,Romance	5.2	Danish Aslam	Danish Aslam,Vishal Dadlani,Prasoon Joshi,Renuka Kunzru	IN
tt15831978	movie	Cash	0	2021	118	Comedy,Drama	6.5	Rishab Seth	Vishesh Bhatt,Rishab Seth,Aarsh Vora	IN
tt15832148	movie	Afwaah	0	2023	126	Drama,Thriller	5.7	Sudhir Mishra	Apurva Dhar Badgaiyan,Shiva Shankar Bajpai,Nisarg Mehta,Sudhir Mishra	IN
tt15891396	movie	Tiku weds Sheru	0	2023	112	Comedy,Drama,Romance	3.4	Sai Kabir	Amit Tiwari Anand,Sai Kabir	IN
tt1589495	movie	Rafta Rafta: The Speed	0	2006	\N	Action,Crime,Drama	6.0	Raj Sharma,Kewal Singh	Nawab Arzoo	IN
tt1589504	movie	Staying Alive	0	2012	89	Crime,Drama	6.5	Ananth Mahadevan	Nusrat Badr,Sujit Sen	IN
tt15944428	movie	Ghoomer	0	2023	135	Drama,Sport	7.5	R Balki	R Balki,Rahul Sengupta,Rishi Virmani	IN
tt1594964	movie	Chase	0	2010	103	Action,Crime,Drama	4.9	Jag Mundhra	Abhiram Bhadkamkar,Tanveer Khan	IN
tt15964308	movie	Sherdil	0	2022	120	Comedy,Drama	6.6	Srijit Mukherji,Inderjeet Singh	Srijit Mukherji,Sudeep Nigam,Atul Kumar Rai	IN
tt1596723	movie	Click	0	2010	127	Horror,Mystery,Thriller	3.6	Sangeeth Sivan	Sameer Arora,Vivek Buddhakoti,Harish Nayar	IN
tt15979666	movie	The Archies	0	2023	141	Comedy,Drama,Musical	4.2	Zoya Akhtar	Farhan Akhtar,Zoya Akhtar,Ayesha DeVitre,John L. Goldwater,Reema Kagti,Bob Montana	IN
tt1605778	movie	Toh Baat Pakki!	0	2010	122	Comedy,Drama	5.2	Kedar Shinde	Shabbir Ahmed,Mayur Puri,Sayeed Qadri,Pramod Sharma,Vibha Singh	IN
tt1605790	movie	Zokkomon	0	2011	109	Action,Adventure	4.2	Satyajit Bhatkal	Javed Akhtar,Satyajit Bhatkal,Svati Chakravarty Bhatkal,Lancy Fernandes,Divy Nidhi Sharma	IN
tt1606162	movie	Aakhari Decision	0	2010	\N	Action,Drama,Thriller	6.0	Deepak Kumar Bandhu	Rohit Karn Batra,Umair Muhajir	IN
tt1606267	movie	Lafangey Parindey	0	2010	126	Action,Drama,Music	5.2	Pradeep Sarkar	Swanand Kirkire,Gopi Puthran	IN
tt1607600	movie	Muskurake Dekh Zara	0	2010	\N	Comedy,Horror,Romance	5.1	P. Som Shekar	Anurag Kashyap	IN
tt1607607	movie	Mittal V/S Mittal	0	2010	\N	Drama	5.1	Karan Razdan	\N	IN
tt1609147	movie	Malik Ek	0	2010	128	Biography,Drama,History	7.5	Deepak Balraj Vij	Deepak Balraj Vij	IN
tt1610418	movie	Prem Kaa Game	0	2010	\N	Comedy,Drama	3.5	Ashok Kheny	Javed Akhtar,Abbaas Hierapurwala,B.A. Madhu	IN
tt1610452	movie	Band Baaja Baaraat	0	2010	139	Comedy,Drama,Romance	7.2	Maneesh Sharma	Amitabh Bhattacharya,Habib Faisal,Maneesh Sharma	IN
tt1611834	movie	Do Dilon Ke Khel Mein	0	2010	123	Comedy,Drama,Romance	5.6	Akash Pandey	Vijay Akela,Nafees Alam,Sujeet Chaubey,Panchhi Jalonvi,Bobby Khan	IN
tt1612573	movie	Rokkk	0	2010	180	Drama,Horror,Mystery	4.3	Rajesh Ranshinge	Rajesh Ranshinge,Haroon Rashid,Haroon Rashid	IN
tt1612611	movie	Phoonk 2	0	2010	110	Drama,Horror,Mystery	3.1	Milind Gadagkar	Milind Gadagkar	IN
tt1612761	movie	Idiot Box	0	2010	131	Comedy,Drama	4.4	Sunanda Mitra	Ajay Khamosh,Sunanda Mitra,Sameer	IN
tt16139258	movie	Yodha	0	2024	130	Action,Drama,Thriller	5.7	Sagar Ambre,Pushkar Ojha	Sagar Ambre	IN
tt16141930	movie	Dil Dosti Aur Dogs	0	2025	101	Comedy	5.8	Viral Shah	Hardik Sangani,Viral Shah,Nisarg Vaidya	IN
tt1618430	movie	Dum Maaro Dum	0	2011	128	Action,Crime,Drama	6.2	Rohan Sippy	Charudutt Acharya,Purva Naresh,Shridhar Raghavan	IN
tt1620620	movie	The Japanese Wife	0	2010	105	Drama,Romance	7.6	Aparna Sen	Kunal Basu,Aparna Sen	IN
tt1620719	movie	Dabangg	0	2010	126	Action,Comedy,Crime	6.3	Abhinav Kashyap	Dilip Shukla,Abhinav Kashyap	IN
tt1620907	movie	Na Ghar Ke Na Ghaat Ke	0	2010	127	Comedy,Drama	6.1	Rahul Aggarwal	Aman Ahmad Jeffery,Alok Upadhyay	IN
tt1620933	movie	Paan Singh Tomar	0	2012	135	Action,Biography,Crime	8.2	Tigmanshu Dhulia	Sanjay Chauhan,Tigmanshu Dhulia	IN
tt16227342	movie	Mr. & Mrs. Mahi	0	2024	139	Drama,Sport	5.9	Sharan Sharma	Nikhil Mehrotra,Sharan Sharma	IN
tt1625331	movie	Hello Zindagi	0	2010	125	Drama,Family	6.6	Raja Unnithan	Vivek Gupta,Raja Unnithan	IN
tt1627924	movie	Mausam	0	2011	161	Drama,Romance,War	4.8	Pankaj Kapur	Carl Austin,Pankaj Kapur	IN
tt1629241	movie	Bumm Bumm Bole	0	2010	124	Drama,Family,Thriller	6.4	Mukesh Kumar,Priyadarshan	Manisha Korde,Sameer,Irfan Siddiqui,Satish Mutatkar	IN
tt1629260	movie	Ek Second... Jo Zindagi Badal De...	0	2010	135	Drama,Romance,Thriller	3.3	Partho Ghosh	Anand Raj Anand	IN
tt1629376	movie	7 Khoon Maaf	0	2011	137	Comedy,Drama,Mystery	6.3	Vishal Bhardwaj	Ruskin Bond,Matthew Robbins,Vishal Bhardwaj	IN
tt1629391	movie	Tere Bin Laden	0	2010	95	Comedy,Drama	7.2	Abhishek Sharma	Mohammad Ahmad,Abhishek Sharma	IN
tt1629424	movie	Trump Card	0	2010	\N	Action,Drama,Mystery	3.4	Arshad Khan	Arshad Khan,Yawer Rehman	IN
tt1630282	movie	Sahi Dhandhe Galat Bande	0	2011	119	Action,Comedy,Drama	5.3	Parvin Dabas	Parvin Dabas	IN
tt1630613	movie	Soch Lo	0	2010	\N	Action,Crime,Drama	6.5	Sartaj Singh Pannu	Prashant Ingole,Charu Moohan,Sartaj Singh Pannu	IN
tt1633171	movie	Bird Idol	0	2010	100	Animation	6.2	Jyotin Goel	Dev Goel,Jyotin Goel	IN
tt1633212	movie	Kajraare	0	2010	112	Crime,Drama,Romance	2.9	Pooja Bhatt	Mahesh Bhatt,Shagufta Rafique,Sameer	IN
tt1637691	movie	Khelein Hum Jee Jaan Sey	0	2010	168	Action,Drama,History	5.8	Ashutosh Gowariker	Javed Akhtar,Ashutosh Gowariker,Vijay Maurya,Raoul Randolf	IN
tt1637692	movie	Kuchh Kariye	0	2010	\N	Adventure,Drama,Music	4.5	Jagbir Dahiya,Ritesh Kumar	Salim Bijnori	IN
tt1639426	movie	Udaan	0	2010	134	Drama	8.1	Vikramaditya Motwane	Vikramaditya Motwane,Anurag Kashyap,Devanshu Singh,Satyanshu Singh	IN
tt1643224	movie	Admissions Open	0	2010	\N	Comedy,Drama	3.4	K.D. Satyam	Haldar Chaturvedi,Srikanth Kumaar Kandala,K.D. Satyam,Shellee	IN
tt16436848	movie	Chhorii 2	0	2025	132	Horror	4.5	Vishal Furia	Divya Prakash Dubey,Vishal Furia,Ajit Jagtap,Muktesh Mishra	IN
tt1646217	movie	Mr. Singh/Mrs. Mehta	0	2010	118	Drama	4.2	Pravesh Bhardwaj	Pravesh Bhardwaj,Amitabh Verma	IN
tt1649760	movie	The Film Emotional Atyachar	0	2010	87	Comedy,Crime,Drama	6.2	Akshay Shere	Amitabh Bhattacharya,Bhavini Bheda,Rakshit Dahiya,Kartik Krishnan,Virag Mishra	IN
tt1651148	movie	The Last Act	0	2012	\N	Action,Adventure,Crime	7.7	Ronald Quigley,Mario Amadeu	Ronald Quigley	IN
tt1663647	movie	Help	0	2010	109	Horror,Thriller	4.1	Rajeev Virani	Viddesh Malandkar,Manthan,Deepak Pawar	IN
tt1666184	movie	Turning 30!!!	0	2011	121	Comedy,Drama,Romance	5.3	Alankrita Shrivastava	Kumaar,Prashant Pandey,Goutam Raam,Suhas Shetty,Alankrita Shrivastava	IN
tt1667076	movie	F.A.L.T.U	0	2011	120	Comedy,Drama	4.8	Remo D'Souza	Vipul Binjola,Tushar Hiranandani,Aakash Kaushik,Mayur Puri,Sameer,Sameer Sharma,Rishi Virmani	IN
tt1667838	movie	I Hate Luv Storys	0	2010	129	Comedy,Drama,Romance	5.7	Punit Malhotra	Punit Malhotra	IN
tt1673391	movie	Hello Hum Lallann Bol Rahe Hain	0	2010	130	Comedy,Drama	6.3	Dilip Shukla	Dilip Shukla	IN
tt1673411	movie	Kushti	0	2010	121	Comedy,Sport	4.6	T.K. Rajeev Kumar	Jagadish,Manisha Korde,T.K. Rajeev Kumar,Sameer,Sreenivasan	IN
tt16750728	movie	Murder at Teesri Manzil 302	0	2021	121	Mystery,Thriller	4.0	Navneet Baj Saini	\N	IN
tt1694542	movie	Tanu Weds Manu	0	2011	113	Comedy,Drama,Romance	6.8	Aanand L. Rai	Himanshu Sharma	IN
tt1695793	movie	Love U... Mr. Kalakaar!	0	2011	152	Drama,Romance	5.5	S. Manasvi	S. Manasvi,Manoj Muntashir	IN
tt1696191	movie	Tere Mere Phere	0	2011	120	Comedy,Drama,Romance	5.4	Deepa Sahi	Jagrat Desai,Deepa Sahi	IN
tt1703958	movie	Ek Main Aur Ekk Tu	0	2012	110	Comedy,Drama,Romance	5.8	Shakun Batra	Shakun Batra,Ayesha DeVitre	IN
tt1706317	movie	Tezz	0	2012	121	Action,Crime,Drama	4.1	Priyadarshan	Robin Bhatt,Aditya Dhar	IN
tt1708453	movie	Aakrosh	0	2010	146	Action,Crime,Drama	7.0	Priyadarshan	Robin Bhatt,Aditya Dhar,Irshad Kamil,Akash Khurana,Pit Kuhlmann	IN
tt1708532	movie	Ready	0	2011	145	Action,Comedy,Romance	4.9	Anees Bazmee	Rajan Agarwal,Ikram Akhtar,Nisar Akhtar,Farhad Bhiwandiwala,Gopimohan,Rajeev Kaul,Sikandar Kharbanda,Sajid,Farhad Samji,Kona Venkat	IN
tt1714832	movie	Do Dooni Chaar	0	2010	112	Comedy,Crime,Drama	7.5	Habib Faisal,Mukesh Kumar	Habib Faisal,Rahil Qazi	IN
tt1720254	movie	Thank You	0	2011	125	Comedy	4.8	Anees Bazmee	Rajan Agarwal,Ikram Akhtar,Nisar Akhtar,Anees Bazmee,Amitabh Bhattacharya,Kumaar,Ashiesh Pandit	IN
tt1727496	movie	Dil Toh Baccha Hai Ji	0	2011	143	Comedy,Drama,Romance	5.9	Madhur Bhandarkar	Madhur Bhandarkar,Sanjay Chhel,Kumaar,Neelesh Misra,Anil Pandey,Sayeed Qadri,Neeraj Udhwani	IN
tt1728239	movie	Double Dhamaal	0	2011	138	Comedy,Crime,Drama	4.0	Indra Kumar	Tushar Hiranandani,Sajid,Farhad Samji	IN
tt1728986	movie	Bol Bachchan	0	2012	155	Action,Comedy	5.6	Rohit Shetty	Yunus Sajawal,Sajid,Farhad Samji	IN
tt1729637	movie	Bodyguard	0	2011	130	Action,Drama,Romance	4.8	Siddique	J.P. Chowksey,Kiran Kotrial,Siddique	IN
tt1734110	movie	No One Killed Jessica	0	2011	136	Biography,Crime,Drama	7.2	Raj Kumar Gupta	Amitabh Bhattacharya,Raj Kumar Gupta	IN
tt1738293	movie	Khichdi: The Movie	0	2010	120	Comedy,Family	7.3	Aatish Kapadia	Aatish Kapadia	IN
tt1740017	movie	Payback	0	2010	115	Action,Crime,Drama	5.6	Sachin P. Karande	Upendra Sidhaye,Dev Sikandar	IN
tt1740662	movie	Benny and Babloo	0	2010	123	Comedy,Drama	6.1	Yunus Sajawal	Shabbir Ahmed,Panchhi Jalonvi,Yunus Sajawal,Farhad Sajid	IN
tt1740710	movie	Mere Brother Ki Dulhan	0	2011	139	Comedy,Drama,Family	5.9	Ali Abbas Zafar	Ali Abbas Zafar	IN
tt17425020	movie	One Friday Night	0	2023	92	Crime,Drama,Mystery	5.0	Manish Gupta	Kamal Chopra,Manish Gupta,Ramesh Rabindranath	IN
tt1744641	movie	Ramayana: The Epic	0	2010	98	Action,Adventure,Animation	6.0	Chetan Desai	Chetan Desai,Riturraj Tripathii	IN
tt1753521	movie	Blood Money	0	2012	109	Action,Thriller	3.1	Gregory McQualter	Gregory McQualter	IN
tt1754920	movie	Yeh Saali Zindagi	0	2011	130	Crime,Drama,Thriller	7.4	Sudhir Mishra	Manu Rishi Chadha,Sudhir Mishra	IN
tt1772872	movie	Game	0	2011	135	Action,Crime,Drama	5.2	Abhinay Deo	Althea Kaushal,Farhan Akhtar	IN
tt1773015	movie	Phas Gaye Re Obama	0	2010	108	Comedy,Crime,Drama	7.5	Subhash Kapoor	Subhash Kapoor,Shellee,Gopal Tiwari	IN
tt1773109	movie	Yamla Pagla Deewana	0	2011	163	Action,Comedy,Drama	5.7	Samir Karnik	Jasvinder Bath	IN
tt1774473	movie	Love You to Death	0	2012	102	Comedy,Thriller	6.6	Rafeeq Ellias	Abhro Banerjee,Rafeeq Ellias,Yuki Ellias	IN
tt1781838	movie	Isi Life Mein...!	0	2010	139	Comedy,Drama,Romance	5.6	Vidhi Kasliwal	Sulekha Bajpai,Vidhi Kasliwal	IN
tt1784589	movie	Players	0	2012	163	Action,Crime,Thriller	4.4	Abbas Alibhai Burmawalla,Mastan Alibhai Burmawalla	Nikhat Bhatty,Bhaskar Hazarika,Rohit Jugraj,Sourabh Ratnu,Sudip Sharma	IN
tt1785333	movie	Chittagong	0	2012	105	Action,Drama,War	7.3	Bedabrata Pain	Bedabrata Pain,Shonali Bose	IN
tt1796564	movie	My Friend Ganesha 3	0	2010	\N	Action,Animation,Comedy	5.2	Rajiv S. Ruia	Shabbir Ahmed,Rajiv S. Ruia,S. Sachindra	IN
tt1797548	movie	Yeh Faasley	0	2011	\N	Crime,Drama,Mystery	5.9	Yogesh Mittal	Yogesh Mittal,Atul Tiwari,Sameer Kohli,Rajen Makhijani,Arpita Chatterjee	IN
tt1801521	movie	Khap	0	2011	125	Drama,Thriller	5.0	Ajai Sinha	Ashok Lal,Vinod Ranganathan,Ajai Sinha,Ishaan Trivedi,Vijay Verma	IN
tt1806913	movie	Golmaal Again	0	2017	140	Action,Comedy,Horror	5.0	Rohit Shetty	Rohit Shetty,Yunus Sajawal,Farhad Samji,Sajid	IN
tt18072316	movie	Bade Miyan Chote Miyan	0	2024	163	Action,Adventure,Sci-Fi	3.8	Ali Abbas Zafar	Aditya Basu,Vashu Bhagnani,Suraj Gianani,Ali Abbas Zafar	IN
tt1808221	movie	Kaalo	0	2010	79	Action,Drama,Horror	4.2	Wilson Louis,Douglas Dgama	Wilson Louis,Mamta Patnaik	IN
tt1809399	movie	Utt Pataang	0	2011	101	Comedy,Drama	6.0	Srikanth Velagaleti	Arun Kumar,Rohit Sharma,Saurabh Shukla,Srikanth Velagaleti	IN
tt1821480	movie	Kahaani	0	2012	122	Mystery,Thriller	8.1	Sujoy Ghosh	Sujoy Ghosh,Advaita Kala,Suresh Nair,Ritesh Shah,Sutapa Sikdar,Nikhil Vyas	IN
tt1821692	movie	United Six	0	2011	\N	Action,Drama,Thriller	7.3	Vishal Aryan Singh	Kapil Mishra,Vishal Aryan Singh	IN
tt1825655	movie	Angel	0	2011	114	Action,Drama	6.6	Ganesh Acharya	Muazzam Beg	IN
tt1825801	movie	Hostel	0	2011	111	Action,Crime,Drama	5.3	Manish Gupta	Manish Gupta,Virag Mishra	IN
tt1826051	movie	Yeh Dooriyan	0	2011	107	Drama,Romance	4.9	Deepshikha Nagpal	Deepshikha Nagpal	IN
tt18266472	movie	Sukhee	0	2023	139	Comedy,Drama	5.9	Sonal Joshi,Kuldeep Singh	Radhika Anand,Paulomi Dutta,Rupinder Inderjit,Sonal Joshi	IN
tt1828289	movie	Shagird	0	2011	143	Action,Crime,Drama	7.0	Tigmanshu Dhulia	Tigmanshu Dhulia,Mahendra Jakhar,Kamal Pandey	IN
tt1830786	movie	Rascals	0	2011	128	Action,Comedy,Crime	3.0	David Dhawan	Sanjay Chhel,Yunus Sajawal	IN
tt1833673	movie	Dhoom:3	0	2013	172	Action,Crime,Drama	5.4	Vijay Krishna Acharya	Vijay Krishna Acharya,Aditya Chopra	IN
tt1836015	movie	Kaccha Limboo	0	2011	141	Comedy,Family	5.9	Sagar Ballary	Sagar Ballary,Jyoti Kapoor,Manaswini Lata Ravindra	IN
tt1836912	movie	Shaitan	0	2011	121	Action,Crime,Drama	7.2	Bejoy Nambiar	Abhijeet Shirish Deshpande,K.S. Krishnan,Bejoy Nambiar,Megha Ramaswamy,Colin Terrence	IN
tt1839596	movie	Rockstar	0	2011	159	Drama,Music,Romance	7.8	Imtiaz Ali	Imtiaz Ali,Muazzam Beg	IN
tt18411490	movie	Tiger 3	0	2023	155	Action,Adventure,Thriller	5.7	Maneesh Sharma	Shridhar Raghavan,Anckur Chaudhry,Aditya Chopra	IN
tt1841542	movie	Chillar Party	0	2011	135	Comedy,Drama,Family	7.5	Vikas Bahl,Nitesh Tiwari	Vikas Bahl,Rajesh Bajaj,Vijay Maurya,Nitesh Tiwari	IN
tt1847736	movie	U R My Jaan	0	2011	140	Romance	5.9	Aron Govil	Aron Govil	IN
tt1848771	movie	Aarakshan	0	2011	164	Drama,Thriller	6.2	Prakash Jha	Prakash Jha,Anjum Rajabali	IN
tt1849718	movie	Agneepath	0	2012	174	Action,Crime,Drama	6.9	Karan Malhotra	Ila Bedi Dutta,Avinash Ghodke,Karan Malhotra,Piyush Mishra	IN
tt1852076	movie	Qasam Se Qasam Se	0	2012	145	Romance	4.2	Ashfaq Makrani	Moauzzam Azam,Rawat Ravi,Nazim Hassan Rizvi	IN
tt1855268	movie	Main Krishna Hoon	0	2013	134	Animation,Family,Musical	5.2	Rajiv S. Ruia	Sanjay Masoomm,Rajiv S. Ruia,S. Sachindra	IN
tt18561736	movie	The Great Indian Family	0	2023	112	Family	5.6	Vijay Krishna Acharya	Vijay Krishna Acharya	IN
tt18568902	movie	Kaun Pravin Tambe?	0	2022	134	Biography,Drama,Sport	8.3	Jayprad Desai	Kedar Patankar,Kapil Sawant,Kiran Yadnyopavit	IN
tt1867064	movie	Strings of Passion	0	2014	100	Drama	6.9	Sanghamitra Chaudhuri	Sanghamitra Chaudhuri	IN
tt1867070	movie	Teen Thay Bhai	0	2011	\N	Comedy,Drama	4.3	Mrighdeep Lamba	Gautam Mehra,Mehul Suri	IN
tt1868033	movie	Kings of Devon	0	2010	107	Thriller	\N	Rahsaan Noor	\N	IN
tt1877691	movie	Love Breakups Zindagi	0	2011	156	Comedy,Drama,Romance	5.9	Sahil Sangha	Sahil Sangha,Sanyuktha Chawla Shaikh	IN
tt1884268	movie	Chalo Dilli	0	2011	155	Comedy,Drama	6.8	Shashant Shah,Inderjeet Singh	Shabbir Ahmed,Anand Raj Anand,Krishika Lulla,Manthan,Nisha Mascarenhas,Arshad Syed	IN
tt1886663	movie	Satrangee Parachute	0	2011	115	Comedy,Drama,Family	5.5	Vineet Khetrapal	Pulakesh Bhowmik,Anupam Mishra	IN
tt1887763	movie	Haunted - 3D	0	2011	143	Horror,Thriller	6.3	Vikram Bhatt	Shakeel Azmi,Amin Hajee,Rajshri Sudhakar	IN
tt1887817	movie	Monica	0	2011	124	Biography,Drama,Thriller	5.3	Sushen Bhatnagar	Sushen Bhatnagar	IN
tt1890363	movie	Buddha in a Traffic Jam	0	2016	114	Crime,Thriller	7.2	Vivek Agnihotri	Vivek Agnihotri,Rohit Malhotra	IN
tt1890513	movie	Ragini MMS	0	2011	93	Drama,Horror,Mystery	5.1	Pavan Kirpalani	Vaspar Dandiwala,Pavan Kirpalani,Virag Mishra,Agnel Roman,Mayank Tewari	IN
tt18923048	movie	Operation Romeo	0	2022	132	Drama,Mystery	6.4	Shashant Shah	Ratheesh Ravi,Arshad Syed	IN
tt18939362	movie	Nikita Roy	0	2025	114	Horror,Mystery	\N	Kussh Sinha	Belal Khalique,Pavan Kirpalani,Neel Mohanty,Ankur Takrani	IN
tt18951176	movie	Gulmohar	0	2023	131	Drama,Family	7.6	Rahul V. Chittella	Rahul V. Chittella,Arpita Mukherjee	IN
tt1896781	movie	Masti Express	0	2011	103	Comedy,Drama,Sport	4.2	Vikram Pradhan	Vikram Pradhan,Bunty Rathore,Manoj Yadav	IN
tt18968676	movie	International Hero	0	2015	120	Action	3.4	Sanjay Niranjan	\N	IN
tt1900937	movie	Mumbai Mast Kallander	0	2011	\N	Action,Comedy,Crime	7.0	Musavir Jaleel,Aman Mihani	Panchhi Jalonvi,Sanyukta Ray,Raj Shekhar	IN
tt1907648	movie	Crackers	0	2011	\N	Animation	\N	Anil Goyal	Priyank Dubey	IN
tt1907761	movie	Stanley Ka Dabba	0	2011	96	Comedy,Drama,Family	7.8	Amole Gupte,Mukesh Kumar	Amole Gupte,Rutvik Oza	IN
tt1918886	movie	Joker	0	2012	104	Comedy,Family,Sci-Fi	2.5	Shirish Kunder	Shirish Kunder	IN
tt1918927	movie	Luv Ka the End	0	2011	106	Comedy,Drama	4.9	Bumpy	Amitabh Bhattacharya,Ashish Patil,Roye Segal,Shenaz Treasury,Nihkil Vyas,Nikhil Vyas	IN
tt1918965	movie	Murder 2	0	2011	127	Action,Crime,Drama	6.3	Mohit Suri	Mahesh Bhatt,Shagufta Rafique	IN
tt1920986	movie	Khuda Kasam	0	2010	160	Action,Crime,Drama	3.2	K.C. Bokadia	K.C. Bokadia	IN
tt1926313	movie	Pyaar Ka Punchnama	0	2011	149	Comedy,Drama,Romance	7.6	Luv Ranjan	Luv Ranjan,Sumit Saxena,Vaibhav Suman	IN
tt19289040	movie	Jahaan Chaar Yaar	0	2022	126	Comedy,Drama	3.0	Kamal Pandey	Kamal Pandey	IN
tt1929309	movie	Mallika	0	2010	135	Horror,Mystery,Thriller	4.6	Wilson Louis,Douglas Dgama	Alok Mishra,A. Sammeer,B. Viveck	IN
tt1934231	movie	Delhi Belly	0	2011	103	Action,Comedy,Crime	7.6	Abhinay Deo,Akshat Verma	Mr. Moris,Akshat Verma	IN
tt1935184	movie	Nakshatra	0	2010	122	Crime,Drama,Mystery	5.0	Mohan Savalkar	Harry Anand,Nawab Arzoo,Rani Malik,Mohan Savalkar	IN
tt1937092	movie	Always Kabhi Kabhi	0	2011	126	Comedy,Crime,Drama	4.2	Roshan Abbas	Roshan Abbas,Kanika Dhillon,Ishita Moitra,Ranjit Raina	IN
tt1939654	movie	Bheja Fry 2	0	2011	129	Comedy,Drama	4.8	Sagar Ballary	Sagar Ballary,Rohit Joshi,Sharat Katariya	IN
tt1941638	movie	Sadda Adda	0	2012	115	Comedy,Drama,Romance	7.0	Muazzam Beg	Muazzam Beg	IN
tt1942905	movie	Kucch Luv Jaisaa	0	2011	105	Drama	4.4	Shukla Barnali Ray	Shukla Barnali Ray	IN
tt1947973	movie	Bin Bulaye Baraati	0	2011	133	Action,Comedy,Crime	3.8	Chandrakant Singh	Praful Parekh,M. Salim,Salim Sheikh,Dilip Shukla	IN
tt1948047	movie	Impatient Vivek	0	2011	\N	Comedy,Drama,Romance	2.3	\N	Rahhat Shah Kazmi,B.K. Tyagi	IN
tt1948150	movie	Singham	0	2011	143	Action,Crime,Drama	6.8	Rohit Shetty	Hari,Yunus Sajawal,Sajid,Farhad Samji	IN
tt1949548	movie	Heroine	0	2012	149	Drama	5.0	Madhur Bhandarkar	Madhur Bhandarkar,Niranjan Iyengar,Anuradha Tiwari	IN
tt1954206	movie	The Dirty Picture	0	2011	145	Biography,Comedy,Drama	6.5	Milan Luthria	Rajat Arora,Aditi Mediratta	IN
tt1954598	movie	Ladies vs. Ricky Bahl	0	2011	140	Comedy,Crime,Drama	6.0	Maneesh Sharma	Devika Bhagat,Aditya Chopra,Habib Faisal	IN
tt1956433	movie	Ata Pata Lapatta	0	2012	120	Comedy,Musical	5.4	Rajpal Naurang Yadav	Sanjay Kumar,Sandeep Nath,Rajpal Naurang Yadav,M. Saleem,M. Salim,Sanjay Shubhankar,Pradeep Singrole,Gopal Tiwari	IN
tt1961330	movie	Good Luck!	0	2008	\N	Comedy,Drama	3.3	Aditya Datt	Rajan Agarwal,Raman Bharadwaj,Aditya Datt,Sameer	IN
tt1961530	movie	Tell Me O Kkhuda	0	2011	125	Action,Crime,Drama	2.5	Hema Malini	Hema Malini,Mayur Puri,Ulka Puri,Anand Sharma	IN
tt1967477	movie	Coffee House	0	2009	\N	Drama	7.7	Gurbir Singh Grewal	Gurbir Singh Grewal,Mahim Mittal	IN
tt1967557	movie	Meri Padosan	0	2009	\N	Comedy,Drama	4.9	Prakash Saini	Rishi Aazad,Rishi Azad,Prakash Saini,Jai Salwan,Tarun R. Takshy	IN
tt1970029	movie	Suno Na.. Ek Nanhi Aawaz	0	2009	127	Drama	6.0	Amy Thanawala	Sanjay Chandwara,Rahul Patel,Yogesh Saxena,Amy Thanawala	IN
tt1971310	movie	5 Weddings	0	2018	90	Comedy,Drama,Romance	3.6	Namrata Singh Gujral	Denise Cruz-Castino,Andy Glickman,Namrata Singh Gujral	IN
tt1971365	movie	Dangerous Ishhq	0	2012	130	Fantasy,Mystery,Romance	4.1	Vikram Bhatt	Vikram Bhatt,Girish Dhamija,Amin Hajee	IN
tt19755170	movie	Bawaal	0	2023	137	Action,Comedy,Drama	6.6	Nitesh Tiwari	Piyush Gupta,Shreyas Jain,Nikhil Mehrotra,Ashwiny Iyer Tiwari,Nitesh Tiwari	IN
tt1979209	movie	Chala Mussaddi - Office Office	0	2011	60	Comedy,Drama	6.1	Rajiv Mehra	Ashwani Dhir	IN
tt19797804	movie	Love in Ukraine	0	2022	\N	Action,Romance	9.2	Nitin Kumar Gupta	Nitin Kumar Gupta	IN
tt1980970	movie	Gandhi to Hitler	0	2011	108	Drama,History,War	2.4	Rakesh Ranjan Kumar	Mansi Jhingran,Rakesh Ranjan Kumar,Nalin Singh	IN
